player,org,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
ritsu,Gala,1.08,222.4,1.14,68%,152.3,0.80,0.20,0.12,0.09,31%,10%
tokameite,NSR.I,1.07,180.8,1.02,75%,123.5,0.66,0.41,0.03,0.05,30%,10%
terror,oomf,1.07,217.6,1.05,72%,143.7,0.72,0.30,0.08,0.08,31%,11%
Governor,TLN,1.07,221.2,1.17,74%,139.8,0.77,0.18,0.18,0.11,25%,19%
Joojina,TL,1.07,195.1,1.05,76%,127.2,0.68,0.42,0.07,0.06,25%,9%
RetrQ,NBG,1.07,197.2,1.07,75%,128.7,0.71,0.37,0.06,0.06,29%,15%
Logan,FCN,1.07,208.7,1.04,75%,144.7,0.71,0.33,0.08,0.06,23%,17%
satellite,VLYN,1.07,237.8,1.10,68%,146.3,0.82,0.18,0.22,0.13,19%,3%
antG,LOUD.GC,1.07,204.1,1.05,75%,131.1,0.73,0.30,0.09,0.09,29%,10%
Cebando,AK,1.07,199.9,1.01,73%,127.2,0.69,0.43,0.10,0.08,32%,16%
Mary,FLCV,1.07,242.5,1.18,70%,155.7,0.85,0.17,0.21,0.17,30%,26%
Shondex,Blue,1.07,200.7,1.18,75%,134.7,0.74,0.22,0.09,0.07,34%,11%
Francis,SPG,1.07,191.9,1.15,73%,127.0,0.73,0.39,0.06,0.07,28%,7%
Addi,FMG.GC,1.07,231.7,1.06,69%,150.3,0.81,0.24,0.14,0.08,27%,6%
rawfiul,MOGO,1.07,208.2,1.19,74%,137.1,0.76,0.22,0.15,0.13,36%,10%
zander,100T,1.07,209.6,1.08,75%,133.1,0.75,0.37,0.10,0.10,28%,20%
seph1roth,MITH,1.07,188.5,1.12,79%,122.6,0.68,0.34,0.09,0.07,36%,28%
spike,2G,1.07,233.3,1.05,76%,144.9,0.77,0.42,0.15,0.15,27%,9%
NcSlasher,BME,1.06,208.8,1.13,78%,128.0,0.76,0.32,0.10,0.08,24%,11%
alym,NBG,1.06,239.4,1.10,66%,157.9,0.84,0.20,0.17,0.16,28%,13%
aplycs,RGE,1.06,209.2,1.03,70%,145.6,0.73,0.17,0.06,0.06,30%,7%
vita,MYTH,1.06,251.2,1.09,70%,162.4,0.88,0.22,0.17,0.20,32%,8%
Kaah,TLV,1.06,206.3,1.01,74%,132.0,0.76,0.30,0.07,0.11,33%,27%
frostmind,BTR,1.06,197.6,0.97,78%,132.4,0.65,0.61,0.05,0.07,38%,3%
eva,FLCV,1.06,189.1,1.09,75%,123.2,0.69,0.23,0.05,0.03,25%,13%
bao,LS,1.06,208.0,1.08,70%,139.0,0.76,0.20,0.10,0.08,39%,13%
sonofcar,LS,1.06,234.3,1.09,69%,153.2,0.80,0.19,0.19,0.16,23%,7%
cuz,ROSE,1.06,234.6,1.09,71%,150.2,0.80,0.19,0.19,0.16,25%,16%
romily,KRÜ.B,1.06,189.4,1.24,74%,122.0,0.70,0.24,0.08,0.05,34%,10%
ness,GX.GC,1.06,187.3,1.03,75%,131.7,0.64,0.34,0.05,0.05,25%,16%
Chloe,FIRE,1.06,219.2,1.11,73%,141.1,0.80,0.31,0.11,0.12,27%,10%
AL7B,DRGN,1.06,191.6,0.98,70%,131.5,0.70,0.31,0.08,0.05,28%,14%
seven,TSM,1.06,225.7,1.07,74%,145.1,0.77,0.24,0.14,0.15,23%,15%
sonder,FLY.R,1.06,233.4,1.11,74%,143.9,0.81,0.35,0.13,0.13,25%,15%
Zap,2G,1.06,188.2,1.01,75%,127.8,0.66,0.37,0.05,0.06,29%,14%
grahams,SISU,1.05,220.1,1.05,75%,135.3,0.77,0.30,0.11,0.11,35%,7%
Wildfire,MU,1.05,187.7,1.02,73%,124.5,0.68,0.37,0.08,0.05,34%,10%
Bard0lf,GAL,1.05,180.1,0.97,69%,122.1,0.66,0.33,0.05,0.06,31%,19%
ZesBeeW,BME,1.05,192.1,1.05,76%,121.6,0.68,0.43,0.09,0.07,21%,11%
m4ndzin,LOUD.GC,1.05,212.1,0.96,74%,139.1,0.74,0.43,0.10,0.06,23%,13%
Jerrwin,LS,1.05,248.7,1.07,70%,160.7,0.84,0.24,0.21,0.18,25%,22%
Truth,SCC,1.05,202.8,1.06,71%,134.4,0.73,0.27,0.08,0.07,30%,11%
SUPERBRON,SEN,1.05,220.0,1.09,72%,138.6,0.77,0.26,0.12,0.10,23%,16%
StarBound,FLY.R,1.05,206.7,1.12,73%,132.5,0.74,0.20,0.12,0.08,20%,10%
Sushiboys,FS,1.05,201.8,1.04,72%,136.3,0.72,0.29,0.08,0.08,24%,11%
LeVi,MOGO,1.05,174.1,1.03,73%,120.0,0.62,0.31,0.06,0.07,35%,11%
mandy,TBS,1.05,226.4,1.00,68%,149.2,0.78,0.40,0.13,0.13,33%,17%
sarah,GX.GC,1.05,201.6,1.06,76%,126.3,0.71,0.41,0.07,0.06,29%,16%
alexis,SR,1.05,168.0,1.05,78%,107.5,0.60,0.55,0.05,0.07,35%,15%
smiley,AMB,1.04,186.5,1.00,77%,119.4,0.63,0.46,0.10,0.05,32%,
Makaveli,OGS,1.04,199.8,1.14,74%,131.5,0.72,0.18,0.09,0.09,29%,14%
biazik,KRÜ.B,1.04,180.5,1.06,77%,125.9,0.62,0.34,0.13,0.08,27%,25%
foxz,FS,1.04,201.8,0.99,71%,136.0,0.68,0.35,0.05,0.06,29%,21%
Moco,,1.04,196.8,0.95,70%,127.3,0.66,0.38,0.06,0.10,21%,7%
Sato,GLRS,1.04,234.2,1.13,68%,143.2,0.83,0.12,0.18,0.16,34%,18%
susbake,NB,1.04,209.2,0.99,69%,140.8,0.74,0.22,0.09,0.11,34%,22%
mikeE,BLIN,1.04,221.8,1.10,69%,147.9,0.78,0.20,0.12,0.13,33%,21%
Pr0digy,RLF,1.04,234.4,1.01,72%,158.8,0.83,0.23,0.14,0.14,35%,9%
avery,FLOP,1.04,192.8,1.02,76%,127.6,0.67,0.40,0.08,0.06,23%,17%
AvovA,APK,1.04,169.3,1.02,74%,110.5,0.63,0.44,0.08,0.07,35%,16%
MOLSI,APK,1.04,193.8,1.01,73%,132.5,0.66,0.40,0.07,0.04,26%,17%
Deadly10,RGE,1.04,234.8,1.05,68%,152.6,0.80,0.22,0.21,0.19,25%,24%
PIETY,SISU,1.03,209.4,1.02,70%,136.3,0.70,0.26,0.11,0.10,28%,13%
daiki,TL,1.03,184.1,1.03,74%,123.9,0.67,0.42,0.08,0.10,27%,18%
Nelo,KC.GC,1.03,202.1,0.95,74%,133.1,0.71,0.44,0.08,0.05,35%,19%
bones,FAIM,1.03,195.9,1.00,71%,127.2,0.70,0.40,0.08,0.08,30%,22%
practo,Non-,1.03,212.1,0.95,71%,141.4,0.73,0.28,0.09,0.06,37%,11%
Smurfette,GX.GC,1.03,231.7,1.11,70%,150.7,0.82,0.16,0.21,0.16,26%,22%
Cactus,CCG,1.03,214.3,1.02,67%,145.8,0.77,0.20,0.09,0.13,28%,21%
DREAM,VLNT,1.03,189.1,1.02,72%,124.0,0.67,0.29,0.05,0.07,23%,17%
jakee,YFP,1.03,207.8,1.05,76%,131.8,0.75,0.35,0.09,0.09,29%,16%
BLOD,,1.03,202.6,0.93,69%,133.3,0.70,0.33,0.09,0.10,30%,15%
Shiro,BME,1.03,197.3,0.99,73%,136.8,0.68,0.44,0.10,0.10,22%,20%
allie,LEV.GC,1.03,183.5,1.02,70%,116.8,0.65,0.36,0.09,0.10,28%,21%
k1ngkappa,BSTR,1.03,208.7,1.07,73%,134.9,0.72,0.19,0.10,0.06,34%,4%
Barrett,YDZ,1.03,211.0,0.98,70%,138.1,0.72,0.29,0.07,0.06,25%,16%
kongared,SG,1.02,204.7,1.00,70%,132.8,0.72,0.38,0.07,0.07,35%,12%
stax,T1,1.02,171.6,0.99,76%,118.7,0.62,0.45,0.04,0.05,24%,11%
Cami,FIRE,1.02,198.1,1.03,73%,130.9,0.73,0.39,0.10,0.10,39%,25%
Krysme,LOUD.GC,1.02,210.7,1.05,66%,146.8,0.78,0.16,0.09,0.09,35%,13%
waleed,UG,1.02,178.5,0.99,72%,117.5,0.64,0.24,0.06,0.05,40%,11%
amy,G2.G,1.02,191.3,1.16,74%,125.6,0.71,0.29,0.08,0.06,36%,4%
Zimo,Twis,1.02,191.7,0.94,71%,127.6,0.68,0.34,0.06,0.07,36%,14%
LenX,BTR,1.02,203.1,1.02,73%,133.5,0.73,0.35,0.10,0.11,27%,14%
NicoMachine,AK,1.02,181.3,0.98,79%,118.8,0.61,0.47,0.06,0.09,25%,22%
lexa,TWIS.O,1.02,192.6,0.98,71%,124.5,0.66,0.36,0.04,0.06,27%,21%
freeing,DRX,1.02,229.9,1.16,67%,150.8,0.82,0.19,0.09,0.14,30%,16%
Vital,Six,1.02,186.8,0.92,75%,122.5,0.63,0.44,0.07,0.06,30%,18%
Aace,FL,1.02,190.0,1.04,68%,128.4,0.74,0.28,0.04,0.05,34%,25%
TRIPCIEW,RLF,1.01,192.8,0.97,70%,125.0,0.67,0.31,0.05,0.06,29%,18%
Zoestol,Blue,1.01,180.7,0.99,75%,116.1,0.65,0.42,0.08,0.07,25%,10%
